,Datetime,AvgPrice
2146,08-01-2019,6748
2147,09-01-2019,6403.5
2148,10-01-2019,6576
2149,11-01-2019,6474
2150,12-01-2019,5000
2151,14-01-2019,5000
2152,15-01-2019,5000
2153,18-01-2019,6319.5
2154,19-01-2019,5050
2155,21-01-2019,6680
2156,22-01-2019,6680
2157,23-01-2019,6813
2158,24-01-2019,6484.5
2159,25-01-2019,6736
2160,28-01-2019,6638
2161,29-01-2019,6011
2162,30-01-2019,6799
2163,31-01-2019,7105.5
2164,01-02-2019,6850
2165,02-02-2019,5000
2166,04-02-2019,6700
2167,05-02-2019,6374
2168,06-02-2019,6741
2169,07-02-2019,6773.5
2170,08-02-2019,6738
2171,09-02-2019,4825
2172,11-02-2019,6736.5
2173,12-02-2019,6865
2174,13-02-2019,6799
2175,14-02-2019,6762
2176,15-02-2019,6810.5
2177,16-02-2019,5040
2178,18-02-2019,6954.5
2179,19-02-2019,6474
2180,20-02-2019,6783
2181,21-02-2019,6925
2182,22-02-2019,6665
2183,23-02-2019,4250
2184,25-02-2019,7005.5
2185,26-02-2019,6711
2186,27-02-2019,6943
2187,28-02-2019,6825
2188,01-03-2019,6693
2189,02-03-2019,5000
2190,04-03-2019,6724
2191,05-03-2019,6586
2192,06-03-2019,6558.5
2193,07-03-2019,6634.5
2194,08-03-2019,6711
2195,09-03-2019,5130
2196,11-03-2019,6708.5
2197,12-03-2019,6438
2198,13-03-2019,6477.5
2199,14-03-2019,6401
2200,15-03-2019,6358
2201,16-03-2019,4950
2202,18-03-2019,6199
2203,19-03-2019,6161
2204,20-03-2019,6136
2205,21-03-2019,6230
2206,22-03-2019,6251
2207,23-03-2019,5000
2208,25-03-2019,6288
2209,26-03-2019,6264
2210,27-03-2019,6239.5
2211,28-03-2019,6426.5
2212,29-03-2019,6411
2213,30-03-2019,5000
2214,01-04-2019,6373
2215,02-04-2019,6424
2216,03-04-2019,6368
2217,04-04-2019,6408
2218,05-04-2019,6411
2219,06-04-2019,5055
2220,08-04-2019,6329.5
2221,09-04-2019,6470
2222,10-04-2019,6411
2223,11-04-2019,6548.5
2224,12-04-2019,6440
2225,15-04-2019,6481
2226,16-04-2019,6600
2227,17-04-2019,5340
2228,20-04-2019,5000
2229,22-04-2019,7012.5
2230,23-04-2019,6842
2231,24-04-2019,6923
2232,25-04-2019,7025
2233,26-04-2019,6831
2234,29-04-2019,6915.5
2235,30-04-2019,7047
2236,01-05-2019,5420
2237,02-05-2019,7118
2238,03-05-2019,7064
2239,04-05-2019,5000
2240,06-05-2019,7043.5
2241,07-05-2019,7111
2242,08-05-2019,7111
2243,09-05-2019,6937.5
2244,10-05-2019,7091.5
2245,11-05-2019,5000
2246,13-05-2019,7063
2247,14-05-2019,7190
2248,15-05-2019,7048.5
2249,16-05-2019,7178
2250,17-05-2019,6874
2251,18-05-2019,5000
2252,20-05-2019,7127
2253,21-05-2019,7211
2254,22-05-2019,7160
2255,23-05-2019,7100
2256,24-05-2019,7224
2257,25-05-2019,5200
2258,27-05-2019,7509
2259,28-05-2019,7411
2260,29-05-2019,7305
2261,30-05-2019,6941
2262,31-05-2019,7374.5
2263,01-06-2019,4200
2264,03-06-2019,7242.5
2265,04-06-2019,7076
2266,05-06-2019,5834.5
2267,06-06-2019,7378
2268,07-06-2019,7531.5
2269,10-06-2019,7600.5
2270,11-06-2019,7350
2271,12-06-2019,7328
2272,13-06-2019,7079.5
2273,14-06-2019,7564
2274,15-06-2019,5300
2275,17-06-2019,7486.5
2276,18-06-2019,7364.5
2277,19-06-2019,7568.5
2278,20-06-2019,7586
2279,21-06-2019,7717
2280,22-06-2019,5300
2281,24-06-2019,7975
2282,25-06-2019,8211
2283,26-06-2019,8020
2284,27-06-2019,8191
2285,28-06-2019,8444
2286,01-07-2019,8361
2287,02-07-2019,8305.5
2288,03-07-2019,8336
2289,04-07-2019,8449.5
2290,05-07-2019,8567.5
2291,08-07-2019,8077.5
2292,09-07-2019,8915.5
2293,10-07-2019,8638.5
2294,11-07-2019,8553
2295,12-07-2019,8480
2296,15-07-2019,8649
2297,16-07-2019,8831
2298,17-07-2019,8463
2299,18-07-2019,8499
2300,19-07-2019,8746
2301,20-07-2019,5500
2302,22-07-2019,8681
2303,23-07-2019,8110
2304,24-07-2019,8036
2305,25-07-2019,8572
2306,26-07-2019,8305
2307,27-07-2019,5550
2308,29-07-2019,8681
2309,30-07-2019,8818
2310,31-07-2019,8323
2311,01-08-2019,8374
2312,02-08-2019,8602.5
2313,03-08-2019,5500
2314,05-08-2019,9023
2315,06-08-2019,8437
2316,07-08-2019,8774
2317,08-08-2019,8361.5
2318,09-08-2019,8224
2319,10-08-2019,5600
2320,13-08-2019,8026
2321,14-08-2019,8676
2322,16-08-2019,8402
2323,17-08-2019,5600
2324,19-08-2019,8888.5
2325,20-08-2019,8678
2326,21-08-2019,8805
2327,22-08-2019,8374
2328,24-08-2019,5750
2329,26-08-2019,8369
2330,27-08-2019,8817.5
2331,28-08-2019,8863
2332,29-08-2019,8739
2333,30-08-2019,8786.5
2334,31-08-2019,5750
2335,03-09-2019,8361
2336,04-09-2019,8643.5
2337,05-09-2019,8007
2338,06-09-2019,8355
2339,07-09-2019,5750
2340,09-09-2019,8936
2341,10-09-2019,8617
2342,11-09-2019,6082
2343,12-09-2019,8516
2344,13-09-2019,9012
2345,16-09-2019,8716
2346,17-09-2019,8911.5
2347,18-09-2019,8767.5
2348,19-09-2019,8863
2349,20-09-2019,8829.5
2350,23-09-2019,8987
2351,24-09-2019,8700
2352,25-09-2019,8843
2353,26-09-2019,9143
2354,27-09-2019,8638
2355,30-09-2019,8396.5
2356,01-10-2019,7937.5
2357,02-10-2019,6500
2358,03-10-2019,8091
2359,04-10-2019,7804
2360,05-10-2019,5750
2361,08-10-2019,5939
2362,09-10-2019,7812
2363,10-10-2019,7934.5
2364,11-10-2019,8171
2365,12-10-2019,5900
2366,14-10-2019,8494
2367,15-10-2019,8907.5
2368,16-10-2019,8438
2369,17-10-2019,7870
2370,18-10-2019,8679
2371,19-10-2019,6000
2372,21-10-2019,7853
2373,22-10-2019,8158.5
2374,23-10-2019,7776.5
2375,24-10-2019,7355
2376,25-10-2019,7227.5
2377,26-10-2019,5750
2378,27-10-2019,5700
2379,29-10-2019,7125
2380,30-10-2019,6589.5
2381,31-10-2019,6509
2382,01-11-2019,6880
2383,02-11-2019,5750
2384,04-11-2019,6448.5
2385,05-11-2019,6488
2386,06-11-2019,6549
2387,07-11-2019,6365
2388,08-11-2019,6212
2389,09-11-2019,5959
2390,11-11-2019,6356
2391,12-11-2019,6554.5
2392,13-11-2019,6435.5
2393,14-11-2019,6651.5
2394,15-11-2019,6486
2395,18-11-2019,6496
2396,19-11-2019,6381.5
2397,20-11-2019,6374.5
2398,21-11-2019,6402.5
2399,22-11-2019,6546
2400,23-11-2019,5600
2401,25-11-2019,6517
2402,26-11-2019,6421
2403,27-11-2019,6536
2404,28-11-2019,6569
2405,29-11-2019,6581.5
2406,30-11-2019,5225
2407,02-12-2019,6686
2408,03-12-2019,6552
2409,04-12-2019,6458.5
2410,05-12-2019,6331
2411,06-12-2019,6523.5
2412,07-12-2019,5650
2413,09-12-2019,6451
2414,10-12-2019,6315
2415,11-12-2019,6520
2416,12-12-2019,6590
2417,13-12-2019,6638
2418,14-12-2019,5700
2419,16-12-2019,6749.5
2420,17-12-2019,6411
2421,18-12-2019,6663
2422,19-12-2019,6318
2423,20-12-2019,6852
2424,21-12-2019,5400
2425,23-12-2019,6442
2426,24-12-2019,6380
2427,26-12-2019,6424.5
2428,27-12-2019,6448
2429,28-12-2019,5000
2430,30-12-2019,6428.5
2431,31-12-2019,6466.5
2432,02-01-2020,5375
2433,03-01-2020,5475
2434,04-01-2020,5450
2435,06-01-2020,5450
2436,07-01-2020,5450
2437,08-01-2020,6699
2438,09-01-2020,6248
2439,10-01-2020,6148.5
2440,11-01-2020,6045
2441,13-01-2020,6236
2442,14-01-2020,5350
2443,17-01-2020,5000
2444,20-01-2020,6205.5
2445,21-01-2020,6361
2446,22-01-2020,6558.5
2447,23-01-2020,6353
2448,24-01-2020,6233
2449,25-01-2020,6232
2450,26-01-2020,4896
2451,27-01-2020,6299
2452,28-01-2020,6300.5
2453,29-01-2020,5814
2454,30-01-2020,5738
2455,31-01-2020,6252
2456,01-02-2020,5360
2457,03-02-2020,5350
2458,04-02-2020,5350
2459,05-02-2020,5350
2460,07-02-2020,5375
2461,08-02-2020,5360
2462,10-02-2020,5625.5
2463,11-02-2020,6253.5
2464,12-02-2020,6370
2465,13-02-2020,6450
2466,14-02-2020,6578
2467,15-02-2020,5350
2468,17-02-2020,6875
2469,18-02-2020,6512
2470,19-02-2020,6861.5
2471,20-02-2020,6891.5
2472,21-02-2020,6936
2473,22-02-2020,5340
2474,24-02-2020,6756
2475,25-02-2020,6986
2476,26-02-2020,6673.5
2477,27-02-2020,7061
2478,28-02-2020,6861
2479,29-02-2020,4945
2480,02-03-2020,5350
2481,03-03-2020,5602.5
2482,04-03-2020,5664.5
2483,05-03-2020,3425
2484,06-03-2020,8250
2485,07-03-2020,5350
2486,09-03-2020,8136
2487,10-03-2020,7887
2488,11-03-2020,7585
2489,12-03-2020,7850
2490,13-03-2020,8111
2491,14-03-2020,5500
2492,16-03-2020,7820
2493,17-03-2020,7599
2494,18-03-2020,7790
2495,19-03-2020,7613
2496,20-03-2020,7612
2497,21-03-2020,5500
2498,23-03-2020,7528
2499,24-03-2020,6635
2500,26-03-2020,5350
2501,31-03-2020,3900
2502,01-04-2020,8125
2503,02-04-2020,7700
2504,03-04-2020,7244.5
2505,04-04-2020,5500
2506,06-04-2020,5500
2507,07-04-2020,6812.5
2508,08-04-2020,7075
2509,09-04-2020,7300
2510,13-04-2020,5500
2511,15-04-2020,8131.5
2512,16-04-2020,8358.5
2513,17-04-2020,8518.5
2514,18-04-2020,5700
2515,20-04-2020,8125
2516,21-04-2020,8215
2517,22-04-2020,8086
2518,23-04-2020,8000
2519,24-04-2020,8155
2520,25-04-2020,6100
2521,27-04-2020,8136
2522,28-04-2020,7993
2523,29-04-2020,7875
2524,30-04-2020,7943
2525,04-05-2020,7661
2526,05-05-2020,7500
2527,06-05-2020,7675
2528,07-05-2020,7608
2529,08-05-2020,7667
2530,09-05-2020,6898.5
2531,11-05-2020,8010.5
2532,12-05-2020,7798.5
2533,13-05-2020,7542.5
2534,14-05-2020,7803
2535,15-05-2020,7854.5
2536,16-05-2020,5800
2537,18-05-2020,7903
2538,19-05-2020,7364
2539,20-05-2020,7990
2540,21-05-2020,8066.5
2541,22-05-2020,8048
2542,23-05-2020,8301
2543,26-05-2020,8087
2544,27-05-2020,8106.5
2545,28-05-2020,7680
2546,29-05-2020,7961.5
2547,30-05-2020,7087.5
2548,01-06-2020,6241
2549,02-06-2020,7718
2550,03-06-2020,6256
2551,04-06-2020,7314
2552,05-06-2020,7757.5
2553,06-06-2020,5500
2554,08-06-2020,7812.5
2555,09-06-2020,7963
2556,10-06-2020,8024
2557,11-06-2020,7739.5
2558,12-06-2020,7645
2559,15-06-2020,7835
2560,16-06-2020,7861
2561,17-06-2020,7827.5
2562,18-06-2020,7868
2563,19-06-2020,7897
2564,20-06-2020,6749.5
2565,22-06-2020,7887.5
2566,23-06-2020,7960.5
2567,24-06-2020,7947
2568,25-06-2020,7509.5
2569,26-06-2020,7594.5
2570,27-06-2020,5750
2571,29-06-2020,7757.5
2572,30-06-2020,7938
2573,01-07-2020,5860
2574,02-07-2020,8880.5
2575,03-07-2020,7462.5
2576,04-07-2020,5700
2577,06-07-2020,8061.5
2578,07-07-2020,8068.5
2579,08-07-2020,7387
2580,09-07-2020,7850
2581,10-07-2020,7940
2582,13-07-2020,8138
2583,14-07-2020,8121
2584,15-07-2020,7700
2585,16-07-2020,7744
2586,17-07-2020,8010
2587,18-07-2020,5700
2588,20-07-2020,8100
2589,21-07-2020,7380
2590,22-07-2020,7917
2591,23-07-2020,8110
2592,24-07-2020,8173.5
2593,27-07-2020,7940
2594,28-07-2020,8118
2595,29-07-2020,8223
2596,30-07-2020,8088
2597,31-07-2020,7945
2598,01-08-2020,5700
2599,03-08-2020,8007
2600,04-08-2020,8125
2601,05-08-2020,7905.5
2602,06-08-2020,7819
2603,07-08-2020,7952
2604,08-08-2020,5700
2605,10-08-2020,8031.5
2606,12-08-2020,7662.5
2607,13-08-2020,7868
2608,14-08-2020,7576.5
2609,17-08-2020,7702.5
2610,18-08-2020,7674
2611,19-08-2020,7520
2612,20-08-2020,7549
2613,21-08-2020,7742
2614,24-08-2020,7815
2615,25-08-2020,7388.5
2616,26-08-2020,7261
2617,27-08-2020,7377.5
2618,28-08-2020,6746
2619,29-08-2020,5304.5
2620,31-08-2020,7302.5
2621,01-09-2020,5374
2622,02-09-2020,6586.5
2623,03-09-2020,7088
2624,04-09-2020,6919
2625,05-09-2020,5550
2626,07-09-2020,6682.5
2627,08-09-2020,6844
2628,09-09-2020,6649.5
2629,10-09-2020,6853
2630,11-09-2020,6682
2631,12-09-2020,4629
2632,13-09-2020,5300
2633,14-09-2020,6825
2634,15-09-2020,5760
2635,16-09-2020,6753
2636,17-09-2020,6982
2637,18-09-2020,7155
2638,19-09-2020,5300
2639,21-09-2020,7207
2640,22-09-2020,7236
2641,23-09-2020,7006
2642,24-09-2020,6791
2643,25-09-2020,6920
2644,28-09-2020,7074
2645,29-09-2020,6751
2646,30-09-2020,6566
2647,01-10-2020,6800
2648,03-10-2020,5050
2649,05-10-2020,8700
2650,06-10-2020,6654
2651,07-10-2020,6653
2652,08-10-2020,6815.5
2653,09-10-2020,6786
2654,10-10-2020,4859.5
2655,12-10-2020,6518
2656,13-10-2020,6537
2657,14-10-2020,6648
2658,15-10-2020,6776
2659,16-10-2020,6813
2660,17-10-2020,5100
2661,19-10-2020,6861
2662,20-10-2020,6888
2663,21-10-2020,6965
2664,22-10-2020,6851
2665,23-10-2020,7003
2666,24-10-2020,3925
2667,27-10-2020,6758
2668,28-10-2020,6924
2669,29-10-2020,6921.5
2670,31-10-2020,5159.5
2671,02-11-2020,6954
2672,03-11-2020,6799
2673,04-11-2020,6761
2674,05-11-2020,6497.5
2675,06-11-2020,6793.5
2676,07-11-2020,5200
2677,09-11-2020,6729
2678,10-11-2020,6605.5
2679,11-11-2020,6734
2680,12-11-2020,6640
2681,13-11-2020,6620
2682,14-11-2020,5000
2683,16-11-2020,6614.5
2684,17-11-2020,6627
2685,18-11-2020,6866
2686,19-11-2020,6961
2687,20-11-2020,6834
2688,21-11-2020,3900
2689,22-11-2020,4950
2690,23-11-2020,7040
2691,24-11-2020,6878.5
2692,25-11-2020,4900
2693,26-11-2020,8200
2694,27-11-2020,6840
2695,28-11-2020,6050
2696,30-11-2020,7142
2697,01-12-2020,7300
2698,02-12-2020,6854.5
2699,03-12-2020,6242
2700,04-12-2020,7112
2701,07-12-2020,7067
2702,08-12-2020,7313
2703,09-12-2020,7343
2704,10-12-2020,6828
2705,11-12-2020,7358.5
2706,12-12-2020,5300
2707,14-12-2020,7416
2708,15-12-2020,7242.5
2709,16-12-2020,7611
2710,17-12-2020,7585
2711,18-12-2020,7705.5
2712,21-12-2020,7541
2713,22-12-2020,7649.5
2714,23-12-2020,7232
2715,24-12-2020,7589.5
2716,25-12-2020,5500
2717,26-12-2020,5700
2718,28-12-2020,7677
2719,29-12-2020,7727.5
2720,30-12-2020,7544.5
2721,31-12-2020,7643
2722,03-01-2021,5500
2723,04-01-2021,6500
2724,05-01-2021,7904
2725,06-01-2021,7680
2726,07-01-2021,7936.5
2727,08-01-2021,7895
2728,09-01-2021,5600
2729,11-01-2021,7619.5
2730,12-01-2021,7936
2731,13-01-2021,7873
2732,18-01-2021,7576.5
2733,19-01-2021,7838.5
2734,20-01-2021,7843
2735,21-01-2021,7965
2736,22-01-2021,7886
2737,25-01-2021,8298
2738,27-01-2021,8152.5
2739,29-01-2021,8271
2740,30-01-2021,5750
2741,01-02-2021,6200
2742,02-02-2021,8136
2743,03-02-2021,8187.5
2744,04-02-2021,8224
2745,05-02-2021,8499
2746,06-02-2021,6300
2747,08-02-2021,8336
2748,09-02-2021,8224.5
2749,10-02-2021,8495
2750,11-02-2021,8527
2751,12-02-2021,8568
2752,15-02-2021,8750
2753,16-02-2021,8750
2754,17-02-2021,8574.5
2755,18-02-2021,8187
2756,19-02-2021,8573
2757,20-02-2021,7575
2758,22-02-2021,8390
2759,23-02-2021,8647
2760,24-02-2021,8758
2761,25-02-2021,8748
2762,26-02-2021,8850
2763,27-02-2021,8900
2764,01-03-2021,8420
2765,02-03-2021,8816
2766,03-03-2021,8774
2767,04-03-2021,8674
2768,05-03-2021,9086
2769,06-03-2021,6500
2770,08-03-2021,8903.5
2771,09-03-2021,9086
2772,10-03-2021,9060
2773,11-03-2021,9219.5
2774,12-03-2021,9244
2775,15-03-2021,9250
2776,16-03-2021,9213
2777,17-03-2021,9298
2778,18-03-2021,9275.5
2779,19-03-2021,9412
2780,20-03-2021,6500
2781,22-03-2021,9290.5
2782,23-03-2021,9342
2783,24-03-2021,9385
2784,25-03-2021,9199
2785,26-03-2021,9088
2786,27-03-2021,6400
2787,29-03-2021,8884
2788,30-03-2021,9111
2789,31-03-2021,8804
2790,01-04-2021,10500
2791,05-04-2021,10000
2792,07-04-2021,6820
2793,08-04-2021,8250
2794,09-04-2021,8125
2795,10-04-2021,6250
2796,12-04-2021,8483
2797,14-04-2021,6550
2798,15-04-2021,8263.5
2799,16-04-2021,8348
2800,17-04-2021,8950
2801,19-04-2021,8516
2802,20-04-2021,8424.5
2803,21-04-2021,8390
2804,22-04-2021,8455.5
2805,23-04-2021,8495.5
2806,24-04-2021,8950
2807,26-04-2021,8561
2808,27-04-2021,8380
2809,28-04-2021,8175
2810,29-04-2021,8440
2811,30-04-2021,8500
2812,03-05-2021,8516.5
2813,04-05-2021,8518
2814,05-05-2021,8637
2815,06-05-2021,8525
2816,07-05-2021,8480.5
2817,10-05-2021,8855.5
2818,11-05-2021,8648.5
2819,12-05-2021,8987
2820,13-05-2021,8625
2821,15-05-2021,9050
2822,17-05-2021,8799
2823,18-05-2021,8845
2824,19-05-2021,9141
2825,20-05-2021,8513
2826,21-05-2021,8831.5
2827,24-05-2021,8820
2828,25-05-2021,8775
2829,26-05-2021,8296
2830,27-05-2021,8615
2831,28-05-2021,8669
2832,31-05-2021,8406
2833,02-06-2021,9388
2834,03-06-2021,8260
2835,04-06-2021,8767
2836,05-06-2021,9300
2837,07-06-2021,8500
2838,08-06-2021,8587
2839,09-06-2021,8624
2840,10-06-2021,8682
2841,11-06-2021,8613
2842,14-06-2021,8808
2843,15-06-2021,8352.5
2844,16-06-2021,8427
2845,17-06-2021,8459.5
2846,18-06-2021,8640
2847,21-06-2021,8502
2848,22-06-2021,8224
2849,23-06-2021,8229.5
2850,24-06-2021,8586
2851,25-06-2021,8555
2852,26-06-2021,7625
2853,27-06-2021,6000
2854,28-06-2021,8170
2855,29-06-2021,8163.5
2856,30-06-2021,8302.5
2857,01-07-2021,8000
2858,02-07-2021,7500
2859,05-07-2021,6985
2860,06-07-2021,6310
2861,07-07-2021,8234.5
2862,08-07-2021,8286
2863,09-07-2021,8235.5
2864,10-07-2021,9350
2865,12-07-2021,8260
2866,13-07-2021,7965
2867,14-07-2021,7925
2868,15-07-2021,8062
2869,16-07-2021,8206
2870,19-07-2021,7940
2871,20-07-2021,7799
2872,21-07-2021,6230
2873,22-07-2021,7931
2874,23-07-2021,8195.5
2875,26-07-2021,8100
2876,27-07-2021,7968
2877,28-07-2021,8538
2878,29-07-2021,8397
2879,30-07-2021,8408.5
2880,02-08-2021,8800
2881,03-08-2021,8587.5
2882,04-08-2021,8389.5
2883,05-08-2021,8663
2884,06-08-2021,8560
2885,07-08-2021,6500
2886,09-08-2021,8159
2887,10-08-2021,8439.5
2888,11-08-2021,8486
2889,12-08-2021,8487
2890,13-08-2021,8299
2891,14-08-2021,5200
2892,16-08-2021,8299
2893,17-08-2021,8414
2894,18-08-2021,8375
2895,19-08-2021,8847
2896,21-08-2021,9200
2897,23-08-2021,8503.5
2898,24-08-2021,8600
2899,25-08-2021,8662
2900,26-08-2021,8766
2901,27-08-2021,9037
2902,28-08-2021,5800
2903,31-08-2021,8720
2904,01-09-2021,8612
2905,02-09-2021,8750.5
2906,03-09-2021,8830.5
2907,06-09-2021,8727
2908,07-09-2021,8326
2909,08-09-2021,8858
2910,09-09-2021,9178
2911,13-09-2021,8900
2912,14-09-2021,9024
2913,15-09-2021,8966
2914,16-09-2021,8912.5
2915,17-09-2021,8743
2916,18-09-2021,6350
2917,20-09-2021,9157.5
2918,21-09-2021,8998.5
2919,22-09-2021,9168.5
2920,23-09-2021,9193.5
2921,24-09-2021,9284.5
2922,25-09-2021,9400
2923,27-09-2021,9100
2924,28-09-2021,9102
2925,29-09-2021,8869
2926,30-09-2021,8882
2927,01-10-2021,9390
2928,02-10-2021,6000
2929,04-10-2021,8825
2930,05-10-2021,8870
2931,06-10-2021,7333
2932,07-10-2021,8533
2933,08-10-2021,8498
2934,09-10-2021,6100
2935,11-10-2021,8857.5
2936,12-10-2021,8636
2937,13-10-2021,8798.5
2938,14-10-2021,6000
2939,15-10-2021,6000
2940,16-10-2021,6200
2941,18-10-2021,8704.5
2942,19-10-2021,6460
2943,20-10-2021,8829.5
2944,21-10-2021,8625
2945,22-10-2021,8735
2946,23-10-2021,7700
2947,25-10-2021,9038
2948,26-10-2021,8899
2949,27-10-2021,8497.5
2950,28-10-2021,8661
2951,29-10-2021,8540.5
2952,30-10-2021,6150
2953,01-11-2021,9093
2954,02-11-2021,8364
2955,03-11-2021,7793
2956,08-11-2021,8119.5
2957,09-11-2021,8366.5
2958,10-11-2021,8232.5
2959,11-11-2021,8056
2960,12-11-2021,8016.5
2961,15-11-2021,8318
2962,16-11-2021,8361
2963,17-11-2021,8249
2964,18-11-2021,8584
2965,19-11-2021,5950
2966,22-11-2021,8392
2967,23-11-2021,8536
2968,24-11-2021,9211
2969,25-11-2021,8915.5
2970,26-11-2021,8934
2971,27-11-2021,5975
2972,29-11-2021,8516
2973,30-11-2021,8087
2974,01-12-2021,8452
2975,02-12-2021,8938
2976,03-12-2021,8333
2977,06-12-2021,8348
2978,07-12-2021,8686
2979,08-12-2021,9166
2980,09-12-2021,8812.5
2981,10-12-2021,9313
2982,11-12-2021,9100
2983,13-12-2021,9088
2984,14-12-2021,9675
2985,15-12-2021,9129.5
2986,16-12-2021,8780
2987,17-12-2021,8852
2988,20-12-2021,9205.5
2989,21-12-2021,8879.5
2990,22-12-2021,8850
2991,23-12-2021,8731
2992,24-12-2021,8840
2993,27-12-2021,9124
2994,28-12-2021,9286
2995,29-12-2021,9220
2996,30-12-2021,9200
2997,31-12-2021,9567
2998,03-01-2022,9286.5
2999,04-01-2022,8699
3000,05-01-2022,9236.5
3001,06-01-2022,8982
3002,07-01-2022,9100
3003,10-01-2022,9180.5
3004,11-01-2022,9055
3005,12-01-2022,9150
3006,13-01-2022,8841
3007,19-01-2022,9005.5
3008,20-01-2022,9128
3009,21-01-2022,9094.5
3010,22-01-2022,9000
3011,24-01-2022,9258
3012,25-01-2022,9370
3013,26-01-2022,6900
3014,27-01-2022,8952
3015,28-01-2022,9289
3016,29-01-2022,7000
3017,31-01-2022,9180
3018,01-02-2022,9175
3019,02-02-2022,9179.5
3020,03-02-2022,9050
3021,04-02-2022,9511
3022,05-02-2022,9836
3023,07-02-2022,9423
3024,08-02-2022,9461.5
3025,09-02-2022,9336
3026,10-02-2022,8900
3027,11-02-2022,8935.5
3028,14-02-2022,8807.5
3029,15-02-2022,9450
3030,16-02-2022,9030.5
3031,17-02-2022,8400
3032,18-02-2022,9277
3033,19-02-2022,6255
3034,21-02-2022,6550
3035,22-02-2022,8348
3036,23-02-2022,9175
3037,24-02-2022,9250
3038,25-02-2022,8799
3039,26-02-2022,7584.5
3040,28-02-2022,9150
3041,01-03-2022,9414
3042,02-03-2022,9105.5
3043,03-03-2022,8923
3044,04-03-2022,9524.5
3045,05-03-2022,9200
3046,07-03-2022,9306
3047,08-03-2022,9262.5
3048,09-03-2022,9150
3049,10-03-2022,9200
3050,11-03-2022,9261
3051,12-03-2022,9150
3052,14-03-2022,9619.5
3053,15-03-2022,9625
3054,16-03-2022,9648
3055,17-03-2022,9499
3056,18-03-2022,9362
3057,19-03-2022,9300
3058,21-03-2022,9050
3059,22-03-2022,8620
3060,23-03-2022,8930
3061,24-03-2022,8933.5
3062,25-03-2022,9083
3063,28-03-2022,9044
3064,29-03-2022,8961
3065,30-03-2022,8787
3066,31-03-2022,8749.5
3067,01-04-2022,8622
3068,04-04-2022,8553
3069,05-04-2022,8583
3070,06-04-2022,8514.5
3071,07-04-2022,8705
3072,08-04-2022,8724
3073,11-04-2022,8711
3074,12-04-2022,8636
3075,13-04-2022,8374
3076,18-04-2022,8730.5
3077,19-04-2022,8880
3078,20-04-2022,8592
3079,21-04-2022,8740
3080,22-04-2022,8882
3081,23-04-2022,9200
3082,25-04-2022,8645
3083,26-04-2022,8824
3084,27-04-2022,8508
3085,28-04-2022,8595
3086,29-04-2022,8742
3087,30-04-2022,9000
3088,02-05-2022,7998
3089,03-05-2022,6461
3090,04-05-2022,8696.5
3091,05-05-2022,8900
3092,06-05-2022,8868
3093,07-05-2022,8894
3094,09-05-2022,8581.5
3095,10-05-2022,8502
3096,11-05-2022,8926.5
3097,12-05-2022,8774
3098,13-05-2022,8938
3099,14-05-2022,6505
3100,16-05-2022,8572
3101,17-05-2022,8482.5
3102,18-05-2022,8588.5
3103,19-05-2022,8723.5
3104,20-05-2022,8536
3105,21-05-2022,6000
3106,23-05-2022,8736
3107,24-05-2022,8581
3108,25-05-2022,8925
3109,26-05-2022,8801
3110,27-05-2022,8880.5
3111,28-05-2022,9175
3112,30-05-2022,8780
3113,31-05-2022,8974.5
3114,01-06-2022,8931
3115,02-06-2022,9000
3116,03-06-2022,8931
3117,04-06-2022,6200
3118,06-06-2022,8817
3119,07-06-2022,8902
3120,08-06-2022,8800.5
3121,09-06-2022,8867.5
3122,10-06-2022,9080
3123,11-06-2022,9100
3124,13-06-2022,8882.5
3125,14-06-2022,9016
3126,15-06-2022,8812.5
3127,16-06-2022,8905.5
3128,17-06-2022,8738
3129,18-06-2022,9115
3130,20-06-2022,8912.5
3131,21-06-2022,8769.5
3132,22-06-2022,8516
3133,23-06-2022,8624
3134,24-06-2022,8594.5
3135,27-06-2022,8924
3136,28-06-2022,8735
3137,29-06-2022,9029.5
3138,30-06-2022,8634.5
3139,01-07-2022,8657
3140,02-07-2022,9115
3141,04-07-2022,8761
3142,05-07-2022,8951
3143,06-07-2022,8762.5
3144,07-07-2022,8072
3145,08-07-2022,8616
3146,10-07-2022,11000
3147,11-07-2022,8973.5
3148,12-07-2022,8962
3149,13-07-2022,9000
3150,14-07-2022,9165
3151,15-07-2022,9100
3152,16-07-2022,7050
3153,18-07-2022,8945
3154,19-07-2022,8886
3155,20-07-2022,8942.5
3156,21-07-2022,9000
3157,22-07-2022,8998
3158,23-07-2022,7790
3159,25-07-2022,8972.5
3160,26-07-2022,9000
3161,27-07-2022,9120
3162,28-07-2022,9034
3163,29-07-2022,9050
3164,30-07-2022,9130
3165,01-08-2022,9032
3166,02-08-2022,9049
3167,03-08-2022,9022
3168,04-08-2022,8962
3169,05-08-2022,9130
3170,06-08-2022,7040
3171,08-08-2022,9155
3172,09-08-2022,6640
3173,10-08-2022,8920.5
3174,11-08-2022,8961
3175,12-08-2022,9199
3176,13-08-2022,9257
3177,16-08-2022,9040
3178,17-08-2022,9135
3179,18-08-2022,8963
3180,19-08-2022,6500
3181,20-08-2022,9062
3182,22-08-2022,9000
3183,23-08-2022,9108
3184,24-08-2022,8168
